original_query,fixed_query,retrieved_docs,expected_id,passed
" zeig mir mal den Rapp auf, dritte ETS, will es ETS?",,"214,Hochschulsport,Zentrum für Angewandte Rechtswissenschaft (ZAR),Stochastik, Institut für,Kantine (Campus Nord)","Thermische Energietechnik und Sicherheit (ITES), Institut für",False
 Internet Adresse des Forschungszentrums Umwelt gesucht.,,"Angewandte Geowissenschaften, Institut für,50.40,Deutsch-Französisches Institut für Umweltforschung (DFIU),Fortbildungszentrum für Technik und Umwelt (FTU),Bio- und Lebensmitteltechnik, Bereich IV: Molekulare Aufarbeitung von Bioprodukten , Institut für",Forschungszentrum Umwelt,False
 Webadresse des Studierenden Services gesucht.,,"Studierendenservice,Bereich II - Informatik, Wirtschaft und Gesellschaft (CS),10.12,Studienzentrum für Sehgeschädigte (SZS),Studienkolleg für ausländische Studierende (STK)",Studierendenservice,True
 Wie lautet die URL des Instituts für Elektroenergiesysteme und Hochspannungstechnik?,,"Elektroenergiesysteme und Hochspannungstechnik , Institut für,Fachschaft Elektro- und Informationstechnik,Elektrotechnisches Institut (ETI),Hochfrequenztechnik und Elektronik (IHE), Institut für,Kleiner Hörsaal Elektrotechnik (11.10)","Elektroenergiesysteme und Hochspannungstechnik , Institut für",True
 Navigiere zum Studiumgenerale Forum.,,"Studium Generale. Forum Wissenschaft und Gesellschaft (FORUM),30.95,Audimax (30.95),Studienzentrum für Sehgeschädigte (SZS),30.70",Studium Generale. Forum Wissenschaft und Gesellschaft (FORUM),True
 Wie erreiche ich das Sprachenzentrum online?,,"08.03,Sprachenzentrum (Geb. 50.20),01.90,Studienzentrum für Sehgeschädigte (SZS),01.86",Sprachenzentrum (Geb. 50.20),True
 Zeig mir die Homepage des Gebäudes 260 Strich 1.,,"260,260/1,11.22,214,Egon-Eiermann-Hörsaal (20.40)",260/1,True
 Gebt mir den Weblink von Gebäude 9.651.,,"01.90,06.36,20.40,11.22,30.42",9651,False
 Welche Website gehört zu Gebäude 693?,,"693,11.22,Karlsruhe House of Young Scientists (KHYS),Chemie-Hörsaal III (30.41),KIT-Archiv",693,True
 Navigiere zur Internetseite von Gebäude 800-6.,,"01.90,440,11.22,30.49,30.70",806,False
 Huf die Website von Gebäude 913 auf.,,"913,Chemie-Hörsaal III (30.41),Egon-Eiermann-Hörsaal (20.40),Mittlerer Hörsaal Maschinenbau (10.91),Fritz-Haller-Hörsaal (20.40)",913,True
 Die lautet die URL des Englerbunterinstituts und Mint-Kollegs.,,"40.50,Engler-Bunte-Hörsaal (40.50),40.11,Engler-Bunte-Institut Bereich Verbrennungstechnik (EBI-VBT),Engler-Bunte-Institut, Bereich Wasserchemie",Engler-Bunte-Institut (EBI) / MINT-Kolleg KIT,False
 Navigate zur Homepage von Gebäude 131.,,"131,B131,11.22,Chemie-Hörsaal III (30.41),Egon-Eiermann-Hörsaal (20.40)",131,True
" Zeig mir die Wettpräsenz von Gebäude 39,49.",,"214,Chemie-Hörsaal III (30.41),Chemie-Hörsaal II (30.41),Forschungsförderung (FOR) CS,Messtechnik-Hörsaal (30.33)",30.49,False
 Ruf die Homepage von Gebäude 412 auf.,,"412,214,Karlsruhe House of Young Scientists (KHYS),Egon-Eiermann-Hörsaal (20.40),Franz-Grashof-Hörsaal (10.91)",412,True
 Wie sind die Öffnungszeiten des Forschung centrums umwelt?,,"50.40,30.48,Forschungsförderung (FOR) CN,Physik-Hörsaal Nr. 3 (30.22),Forschungsförderung (FOR) CS",Forschungszentrum Umwelt,False
 Wann hat Gebäude 01.12 geöffnet?,,"01.12,Egon-Eiermann-Hörsaal (20.40),Fritz-Haller-Hörsaal (20.40),Wolfgang-Gaede-Hörsaal (30.22),Kleiner Hörsaal Bauingenieure (10.50)",01.12,True
 Zu welchen Zeiten ist Gebäude 1.90 zugänglich?,,"01.90,40.40,30.95,11.22,Hörsaal 101 (10.50)",01.90,True
" Wann ist das Institut für angewandte Materialien, elektrischemisch Technologien geöffnet?",,"Angewandte Materialien - Elektrochemische Technologien (IAM-ET), Institut  für,Elektrotechnisches Institut (ETI),Elektroenergiesysteme und Hochspannungstechnik , Institut für,Fachschaft Elektro- und Informationstechnik,Angewandte Materialien - Energiespeichersysteme (IAM-ESS) , Institut für","Angewandte Materialien - Elektrochemische Technologien (IAM-ET), Institut  für",True
 Zu facementur Zeit ist das VEM-Institut geöffnet.,,"Mikroverfahrenstechnik (IMVT) , Institut für,Fachschaft Chemie und Biowissenschaften,Deutsch-Französisches Institut für Umweltforschung (DFIU),Biomedizinische Technik, Institut für,Angewandte Materialien - Energiespeichersysteme (IAM-ESS) , Institut für",Institut für Wirtschaftsinformatik (WIN),False
 Die sind die Zugangshiten zum Institut für angewandte Geobissenschaften.,,"Geophysikalisches Institut (GPI),Angewandte Geowissenschaften, Institut für,Geodätisches Institut (GIK),Angewandte Materialien - Energiespeichersysteme (IAM-ESS) , Institut für,Fachschaft Geowissenschaften","Angewandte Geowissenschaften, Institut für",True
 Wann hat der schwarze Kater auf?,,"05.01,05.20,30.80,Projektträger Karlsruhe (PTKA),Chemie-Hörsaal III (30.41)",Schwarzer Kater,False
 Wann kann man den Informatikbau?,,"Fachschaft Mathematik und Informatik,Fachschaft Informatik,Technische Informatik (ITEC), Institut für,Theoretische Informatik (ITI), Institut für,Theoretische Informatik, Arbeitsgruppe Kryptographie und Sicherheit (IKS), Institut für",Informatikbau,False
" Ein Einstück, ein Ziller Testfacility, Beryl, Lied, Produktion geöffnet.",,"453,454,456,464,458",GODZILLA Test-Facility Beryllide-Production,False
 Wann kann man Gebäude 40.24 betreten?,,"40.24,Rudolf-Plank-Hörsaal (40.32),Audimax (30.95),40.11,20.52",40.24,True
 Warum hat das Institut für funktionelle Grenzflächen geöffnet?,,"Funktionelle Grenzflächen (IFG), Institut für,Biologische Grenzflächen (IBG), Institut für,Angewandte Materialien - Werkstoff- und Grenzflächenmechanik (IAM-MMI), Institut für,Experimentelle Teilchenphysik (ETP), Institut für,Theoretische Festkörperphysik, Institut für","Funktionelle Grenzflächen (IFG), Institut für",True
 Wann hat Gebäude 653 auf?,,"9653,11.22,Chemie-Hörsaal III (30.41),50.31,Angewandte Thermofluidik (IATF), Institut für",663,False
 Welche Eröffnungszeiten hat das Architekturgebäude?,,"Architektur-Hörsaal 9 (20.40),20.40,30.21,Egon-Eiermann-Hörsaal (20.40),Fritz-Haller-Hörsaal (20.40)",Architektur,False
 Zu welchen Zeiten ist der Winkelwohnglock NZ1 zugänglich?,,"Medizinische Dienste (MED) CS,20.53,20.50,06.60,06.36",Winkelwohnblock NZ1,False
 Zu welchen Zeiten ist Gebäude 14 zugänglich.,,"20.14,20.21,20.20,11.22,01.80",410,False
" Wann kann man Gebäude 70, 16 betreten?",,"30.81,20.30,50.40,11.22,40.22",70.16,False
 Zu welchen Uhrzeiten ist Geburt 227 geöffnet?,,"227,234,30.21,11.22,40.11",227,True
 Wann ist Gebäude 512 zugänglich?,,"512,9611,11.22,30.95,10.31",512,True
 Zu welchen Zeitung der Gebäude 70.12 geöffnet?,,"70.12,11.22,30.90,40.16,30.42",70.12,True
" Gibt es Räustulzugang im Gebäude 2,10?",,"30.21,10.84,10.22 - LAZ,Franz-Grashof-Hörsaal (10.91),10.23",210,False
 Ist das Hochschul-Sportgebäude barrierefrei zugänglich?,,"Fachschaft Sport,30.23,Hochschulsport,30.81,Fritz-Haller-Hörsaal (20.40)",Hochschulsport,True
 Wietet das Institut für Regionalwissenschaft Barrierefreiheit?,,"Regionalwissenschaft (IfR) , Institut für,Hochfrequenztechnik und Elektronik (IHE), Institut für,Lichttechnisches Institut (LTI),Angewandte Materialien - Werkstoff- und Grenzflächenmechanik (IAM-MMI), Institut für,Angewandte Materialien - Werkstoffkunde (IAM-WK) Gebäude 10.96, Institut für","Regionalwissenschaft (IfR) , Institut für",True
 Ist das Physikhochhaus mit Rollstuhl reichbar?,,"Theoretische Teilchenphysik (TTP), Institut für,Experimentelle Teilchenphysik (ETP), Institut für,Theorie der Kondensierten Materie, Institut für,Theoretische Festkörperphysik, Institut für,Physikalisches Institut (PI)",Physik-Hochhaus,False
 Gibt es barrierefreie Zugänge zum Elektrotechnischen Institut?,,"Elektrotechnisches Institut (ETI),Fachschaft Elektro- und Informationstechnik,Laboratorium für Elektronenmikroskopie (LEM),Kleiner Hörsaal Elektrotechnik (11.10),Elektroenergiesysteme und Hochspannungstechnik , Institut für",Elektrotechnisches Institut,False
 verfügt das Physikhochhaus über Barrierefreiheit?,,"Experimentelle Teilchenphysik (ETP), Institut für,Interfakultatives Institut für Anwendungen der Informatik,Theoretische Teilchenphysik (TTP), Institut für,Physikalisches Institut (PI),Angewandte Physik, Institut für (AP)",Physik-Hochhaus,False
 verfügt Gebäude 10.94 über Barrierefreiheit,,"10.94,20.40,10.70,11.22,Franz-Grashof-Hörsaal (10.91)",10.94,True
 hat gebeutet 10.31 ein Holstuhl zu tun,,"10.31,Rudolf-Plank-Hörsaal (40.32),Chemie-Hörsaal III (30.41),Heinrich-Hertz-Hörsaal (10.11),Rudolf-Criegee-Hörsaal (30.41)",10.31,True
" Hat das Kolleginnen, Gebäude-Maschinen Bau 2 Rollstuhl zu gang?",,"Strömungsmechanik (ISTM), Institut für,10.23,10.31,10.22 - LAZ,Produktentwicklung (IPEK), Institut für",Kollegiengebäude Maschinenbau II,False
 verfügt das Institut für technische Informatik über Rollstuhlzugänglichkeit?,,"Technische Informatik (ITEC), Institut für,Theoretische Informatik (ITI), Institut für,Hochfrequenztechnik und Elektronik (IHE), Institut für,Industrielle Informationstechnik, Institut für,Technikzukünfte, Institut für ","Technische Informatik (ITEC), Institut für",True
 Kann man Gebäude 101 mit Rollstuhl betreten?,,"101,Hörsaal 101 (10.50),Hörsaal 102 (10.50),20.40,50.34",101,True
 Hat das Institut für technische Thermodynamik ein Rollstuhl zu tun?,,"Technische Thermodynamik, Institut für,Technische Thermodynamik und Kältetechnik, Institut für,Thermische Verfahrenstechnik, Institut für,Mess- und Regelungstechnik MRT, Institut für,Thermische Energietechnik und Sicherheit (ITES), Institut für","Technische Thermodynamik, Institut für",True
 Hat das Informatik 1 Gebäude einen Rollstuhl zu gamm?,,"20.40,Geodätisches Institut (GIK),Fachschaft Informatik,Egon-Eiermann-Hörsaal (20.40),Architektur-Hörsaal 9 (20.40)",InformatiKOM 1,False
 Verschüttke beitet 211 über Rollstuhl zu der Möglichkeit.,,"211,Fachschaft WiWi,20.40,Fachschaft Sport,Technikzukünfte, Institut für ",211,True
 Hat der Bereich 1 der Biologie Chemie und Verfahrenszeichner beim Campus Nordbarriere freut zuginge?,,"Bereich I - Biologie, Chemie und Verfahrenstechnik (Campus Nord),Bereich I – Biologie, Chemie und Verfahrenstechnik (Campus Süd),Bibliothek (Campus Nord),Chemische Verfahrenstechnik (CVT), Institut für,Institut für Biologische und Chemische Systeme (IBCS)","Bereich I - Biologie, Chemie und Verfahrenstechnik (Campus Nord)",True
 Ist derchen Mietwurm 2 für Rollstuhlfahrer zum Gänglich?,,"20.40,10.23,10.31,Fritz-Haller-Hörsaal (20.40),Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)",Chemie-Turm II,False
" Ist das Gebäude 30, 28 barrierefrei zugänglich?",,"Lernzentrum am Fasanenschlösschen (Geb. 30.28),30.23,20.40,30.91,Rudolf-Criegee-Hörsaal (30.41)",30.28,False
 Ist das ISMK in Situld-Baryerruf frei?,,"30.82,30.51,AStA,Soziologie, Medien- und Kulturwissenschaften (ISMK), Institut für ,Mitfahrbank (Campus Süd): Bibliothek","Soziologie, Medien- und Kulturwissenschaften (ISMK), Institut für ",True
 Er fügt geballt 06.47 über bei jemals freiheit.,,"06.47,Rechtsangelegenheiten (RECHT),Werkfeuerwehr,Chemie-Hörsaal III (30.41),11.40",06.47,True
 Ist das Gebäude 10.86 für Rollschluffera zugänglich?,,"10.86,Franz-Grashof-Hörsaal (10.91),10.22 - LAZ,10.31,10.23",10.86,True
