original_query,fixed_query,retrieved_docs,expected_id,passed,time_taken
 Das Wand hat Gebäude 152 heute aus.,152,"152,Ferdinand-Redtenbacher-Hörsaal (10.91),30.34,40.33,40.28",152,True,0.4092128276824951
 Bis zur welchen Zeitpunkt ist die Versuchsanstalt für Stahlholz und Steine zugänglich.,EMPTY,"Versuchsanstalt für Stahl, Holz und Steine,Studienzentrum für Sehgeschädigte (SZS),Wolfgang-Gaede-Hörsaal (30.22),Zentrum für Angewandte Rechtswissenschaft (ZAR),Fördertechnik und Logistiksysteme, Institut für","Versuchsanstalt für Stahl, Holz und Steine",True,0.10263991355895996
" Wann ist die Schließzeit des College? Nein, des Collegiengebäudes am Ehrenhof.",EMPTY,"Soziologie, Medien- und Kulturwissenschaften (ISMK), Institut für ,Karlsruhe House of Young Scientists (KHYS),11.40,Schwerbehindertenvertretung (SBV) Campus Süd,B621",Kollegiengebäude am Ehrenhof,False,0.2162489891052246
 Bis zu welcher Uhrzeit ist das alte Maschinenbaugebäude?,EMPTY,"Angewandte Materialien - Werkstoffkunde (IAM-WK) Gebäude 10.91, Institut für,Mittlerer Hörsaal Maschinenbau (10.91),Franz-Grashof-Hörsaal (10.91),10.91,Maschinenbau, KIT-Fakultät für",Altes Maschinenbaugebäude,False,0.2120671272277832
 Zu welchen Zeitpunkt schließt das Zering aus?,EMPTY,"214,Zentrum für Angewandte Rechtswissenschaft (ZAR),Sprachenzentrum (Geb. 50.20),Zentrale Studienberatung (ZSB),Zentrum für Mediales Lernen (ZML)",Zähringerhaus,False,0.1750650405883789
 Wann endet die Öffnungszeit von Gebäude 30.50?,30.50,"30.50,30.90,30.93,Rudolf-Plank-Hörsaal (40.32),11.22",30.50,True,0.3902888298034668
 Bis zu welcher Zeit ist das zoologische Institut geöffnet?,EMPTY,"Zoologisches Institut,Biologische Grenzflächen (IBG), Institut für,Angewandte Biowissenschaften (IAB), Institut für,Biomedizinische Technik, Institut für,Fachschaft Chemie und Biowissenschaften",Zoologisches Institut,True,0.211317777633667
 Gibt mir die Internetadresse des Instituts für Technik der Informationsverarbeitung.,EMPTY,"Technik der Informationsverarbeitung (ITIV), Institut für,Theoretische Informatik (ITI), Institut für,Prozessrechentechnik, Automation und Robotik (IPR), Institut für,Technische Informatik (ITEC), Institut für,Industrielle Informationstechnik, Institut für","Technik der Informationsverarbeitung (ITIV), Institut für",True,0.20801377296447754
 Zeigt die Webadresse des Instituts für Sport und Sportwissenschaften?,EMPTY,"Sport und Sportwissenschaft, Institut für,Fachschaft Sport,Institut für Arbeitswissenschaft und Betriebsorganisation (ifab),Institut für Biologische und Chemische Systeme (IBCS),Nachrichtentechnik , Institut für","Sport und Sportwissenschaft, Institut für",True,0.26978111267089844
 Navigiert zur Website des Instituts für Technische Physik,EMPTY,"Technische Physik, Institut für,Interfakultatives Institut für Anwendungen der Informatik,Physik-Hörsaal Nr. 4 (30.22),Physik-Hörsaal Nr. 3 (30.22),Experimentelle Teilchenphysik (ETP), Institut für","Technische Physik, Institut für",True,0.2840099334716797
" zeig mir mal den Rapp auf, dritte ETS, will es ETS?",EMPTY,"214,Hochschulsport,Zentrum für Angewandte Rechtswissenschaft (ZAR),Stochastik, Institut für,Kantine (Campus Nord)","Thermische Energietechnik und Sicherheit (ITES), Institut für",False,0.5966970920562744
 Internet Adresse des Forschungszentrums Umwelt gesucht.,EMPTY,"Angewandte Geowissenschaften, Institut für,50.40,Deutsch-Französisches Institut für Umweltforschung (DFIU),Fortbildungszentrum für Technik und Umwelt (FTU),Bio- und Lebensmitteltechnik, Bereich IV: Molekulare Aufarbeitung von Bioprodukten , Institut für",Forschungszentrum Umwelt,False,0.3505980968475342
 Webadresse des Studierenden Services gesucht.,EMPTY,"Studierendenservice,Bereich II - Informatik, Wirtschaft und Gesellschaft (CS),10.12,Studienzentrum für Sehgeschädigte (SZS),Studienkolleg für ausländische Studierende (STK)",Studierendenservice,True,0.366466760635376
 Wie lautet die URL des Instituts für Elektroenergiesysteme und Hochspannungstechnik?,EMPTY,"Elektroenergiesysteme und Hochspannungstechnik , Institut für,Fachschaft Elektro- und Informationstechnik,Elektrotechnisches Institut (ETI),Hochfrequenztechnik und Elektronik (IHE), Institut für,Kleiner Hörsaal Elektrotechnik (11.10)","Elektroenergiesysteme und Hochspannungstechnik , Institut für",True,3.112056016921997
 Navigiere zum Studiumgenerale Forum.,EMPTY,"Studium Generale. Forum Wissenschaft und Gesellschaft (FORUM),30.95,Audimax (30.95),Studienzentrum für Sehgeschädigte (SZS),30.70",Studium Generale. Forum Wissenschaft und Gesellschaft (FORUM),True,0.23963427543640137
 Wie erreiche ich das Sprachenzentrum online?,EMPTY,"08.03,Sprachenzentrum (Geb. 50.20),01.90,Studienzentrum für Sehgeschädigte (SZS),01.86",Sprachenzentrum (Geb. 50.20),True,0.4711441993713379
 Zeig mir die Homepage des Gebäudes 260 Strich 1.,26.01,"260/1,260,11.22,214,Egon-Eiermann-Hörsaal (20.40)",260/1,True,0.5947198867797852
 Gebt mir den Weblink von Gebäude 9.651.,9.651,"01.90,06.36,20.40,11.22,30.42",9651,False,0.5344250202178955
 Welche Website gehört zu Gebäude 693?,693,"693,11.22,Karlsruhe House of Young Scientists (KHYS),Chemie-Hörsaal III (30.41),KIT-Archiv",693,True,0.6585469245910645
 Navigiere zur Internetseite von Gebäude 800-6.,806,"806,01.90,440,11.22,30.70",806,True,0.634864330291748
 Huf die Website von Gebäude 913 auf.,913,"913,Chemie-Hörsaal III (30.41),Egon-Eiermann-Hörsaal (20.40),Mittlerer Hörsaal Maschinenbau (10.91),Fritz-Haller-Hörsaal (20.40)",913,True,0.41196632385253906
 Die lautet die URL des Englerbunterinstituts und Mint-Kollegs.,EMPTY,"40.50,Engler-Bunte-Hörsaal (40.50),40.11,Engler-Bunte-Institut Bereich Verbrennungstechnik (EBI-VBT),Engler-Bunte-Institut, Bereich Wasserchemie",Engler-Bunte-Institut (EBI) / MINT-Kolleg KIT,False,0.5102121829986572
 Navigate zur Homepage von Gebäude 131.,131,"B131,131,11.22,Chemie-Hörsaal III (30.41),Egon-Eiermann-Hörsaal (20.40)",131,True,0.5481159687042236
" Zeig mir die Wettpräsenz von Gebäude 39,49.",39.49,"214,Chemie-Hörsaal III (30.41),Chemie-Hörsaal II (30.41),Forschungsförderung (FOR) CS,Messtechnik-Hörsaal (30.33)",30.49,False,0.30669116973876953
 Ruf die Homepage von Gebäude 412 auf.,412,"412,214,Karlsruhe House of Young Scientists (KHYS),Egon-Eiermann-Hörsaal (20.40),Franz-Grashof-Hörsaal (10.91)",412,True,0.2076559066772461
 Wie sind die Öffnungszeiten des Forschung centrums umwelt?,EMPTY,"50.40,30.48,Forschungsförderung (FOR) CN,Physik-Hörsaal Nr. 3 (30.22),Forschungsförderung (FOR) CS",Forschungszentrum Umwelt,False,0.24326205253601074
 Wann hat Gebäude 01.12 geöffnet?,01.12,"01.12,Egon-Eiermann-Hörsaal (20.40),Fritz-Haller-Hörsaal (20.40),Wolfgang-Gaede-Hörsaal (30.22),Kleiner Hörsaal Bauingenieure (10.50)",01.12,True,0.20180606842041016
 Zu welchen Zeiten ist Gebäude 1.90 zugänglich?,1.90,"01.90,40.40,30.95,11.22,Hörsaal 101 (10.50)",01.90,True,0.5894300937652588
" Wann ist das Institut für angewandte Materialien, elektrischemisch Technologien geöffnet?",EMPTY,"Angewandte Materialien - Elektrochemische Technologien (IAM-ET), Institut  für,Elektrotechnisches Institut (ETI),Elektroenergiesysteme und Hochspannungstechnik , Institut für,Fachschaft Elektro- und Informationstechnik,Angewandte Materialien - Energiespeichersysteme (IAM-ESS) , Institut für","Angewandte Materialien - Elektrochemische Technologien (IAM-ET), Institut  für",True,0.22863411903381348
 Zu facementur Zeit ist das VEM-Institut geöffnet.,EMPTY,"Mikroverfahrenstechnik (IMVT) , Institut für,Fachschaft Chemie und Biowissenschaften,Deutsch-Französisches Institut für Umweltforschung (DFIU),Biomedizinische Technik, Institut für,Angewandte Materialien - Energiespeichersysteme (IAM-ESS) , Institut für",Institut für Wirtschaftsinformatik (WIN),False,0.2266249656677246
 Die sind die Zugangshiten zum Institut für angewandte Geobissenschaften.,EMPTY,"Geophysikalisches Institut (GPI),Angewandte Geowissenschaften, Institut für,Geodätisches Institut (GIK),Angewandte Materialien - Energiespeichersysteme (IAM-ESS) , Institut für,Fachschaft Geowissenschaften","Angewandte Geowissenschaften, Institut für",True,0.13239383697509766
 Wann hat der schwarze Kater auf?,EMPTY,"05.01,05.20,30.80,Projektträger Karlsruhe (PTKA),Chemie-Hörsaal III (30.41)",Schwarzer Kater,False,0.10514211654663086
 Wann kann man den Informatikbau?,EMPTY,"Fachschaft Mathematik und Informatik,Fachschaft Informatik,Technische Informatik (ITEC), Institut für,Theoretische Informatik (ITI), Institut für,Theoretische Informatik, Arbeitsgruppe Kryptographie und Sicherheit (IKS), Institut für",Informatikbau,False,0.22911381721496582
" Ein Einstück, ein Ziller Testfacility, Beryl, Lied, Produktion geöffnet.",EMPTY,"453,454,456,464,458",GODZILLA Test-Facility Beryllide-Production,False,0.12717008590698242
 Wann kann man Gebäude 40.24 betreten?,40.24,"40.24,Rudolf-Plank-Hörsaal (40.32),Audimax (30.95),40.11,20.52",40.24,True,0.18050837516784668
 Warum hat das Institut für funktionelle Grenzflächen geöffnet?,EMPTY,"Funktionelle Grenzflächen (IFG), Institut für,Biologische Grenzflächen (IBG), Institut für,Angewandte Materialien - Werkstoff- und Grenzflächenmechanik (IAM-MMI), Institut für,Experimentelle Teilchenphysik (ETP), Institut für,Theoretische Festkörperphysik, Institut für","Funktionelle Grenzflächen (IFG), Institut für",True,0.20217537879943848
 Wann hat Gebäude 653 auf?,653,"9653,11.22,Chemie-Hörsaal III (30.41),50.31,Angewandte Thermofluidik (IATF), Institut für",663,False,0.28463196754455566
 Welche Eröffnungszeiten hat das Architekturgebäude?,EMPTY,"Architektur-Hörsaal 9 (20.40),20.40,30.21,Egon-Eiermann-Hörsaal (20.40),Fritz-Haller-Hörsaal (20.40)",Architektur,False,0.2005748748779297
 Zu welchen Zeiten ist der Winkelwohnglock NZ1 zugänglich?,EMPTY,"Medizinische Dienste (MED) CS,20.53,20.50,06.60,06.36",Winkelwohnblock NZ1,False,0.10476517677307129
 Zu welchen Zeiten ist Gebäude 14 zugänglich.,14,"20.14,20.21,20.20,11.22,01.80",410,False,0.13098502159118652
" Wann kann man Gebäude 70, 16 betreten?",70.16,"70.16,30.81,20.30,50.40,11.22",70.16,True,0.18359088897705078
 Zu welchen Uhrzeiten ist Geburt 227 geöffnet?,EMPTY,"227,234,30.21,11.22,40.11",227,True,0.28412318229675293
 Wann ist Gebäude 512 zugänglich?,512,"512,9611,11.22,30.95,10.31",512,True,0.1469728946685791
 Zu welchen Zeitung der Gebäude 70.12 geöffnet?,70.12,"70.12,11.22,30.90,40.16,30.42",70.12,True,0.32349395751953125
" Gibt es Räustulzugang im Gebäude 2,10?",2.10,"30.21,10.84,10.22 - LAZ,Franz-Grashof-Hörsaal (10.91),10.23",210,False,0.1792149543762207
 Ist das Hochschul-Sportgebäude barrierefrei zugänglich?,EMPTY,"Fachschaft Sport,30.23,Hochschulsport,30.81,Fritz-Haller-Hörsaal (20.40)",Hochschulsport,True,0.10694503784179688
 Wietet das Institut für Regionalwissenschaft Barrierefreiheit?,EMPTY,"Regionalwissenschaft (IfR) , Institut für,Hochfrequenztechnik und Elektronik (IHE), Institut für,Lichttechnisches Institut (LTI),Angewandte Materialien - Werkstoff- und Grenzflächenmechanik (IAM-MMI), Institut für,Angewandte Materialien - Werkstoffkunde (IAM-WK) Gebäude 10.96, Institut für","Regionalwissenschaft (IfR) , Institut für",True,0.2012310028076172
 Ist das Physikhochhaus mit Rollstuhl reichbar?,EMPTY,"Theoretische Teilchenphysik (TTP), Institut für,Experimentelle Teilchenphysik (ETP), Institut für,Theorie der Kondensierten Materie, Institut für,Theoretische Festkörperphysik, Institut für,Physikalisches Institut (PI)",Physik-Hochhaus,False,0.1716899871826172
 Gibt es barrierefreie Zugänge zum Elektrotechnischen Institut?,EMPTY,"Elektrotechnisches Institut (ETI),Fachschaft Elektro- und Informationstechnik,Laboratorium für Elektronenmikroskopie (LEM),Kleiner Hörsaal Elektrotechnik (11.10),Elektroenergiesysteme und Hochspannungstechnik , Institut für",Elektrotechnisches Institut,False,0.10666704177856445
 verfügt das Physikhochhaus über Barrierefreiheit?,EMPTY,"Experimentelle Teilchenphysik (ETP), Institut für,Interfakultatives Institut für Anwendungen der Informatik,Theoretische Teilchenphysik (TTP), Institut für,Physikalisches Institut (PI),Angewandte Physik, Institut für (AP)",Physik-Hochhaus,False,0.2002551555633545
 verfügt Gebäude 10.94 über Barrierefreiheit,10.94,"10.94,20.40,10.70,11.22,Franz-Grashof-Hörsaal (10.91)",10.94,True,0.1821742057800293
 hat gebeutet 10.31 ein Holstuhl zu tun,EMPTY,"10.31,Rudolf-Plank-Hörsaal (40.32),Chemie-Hörsaal III (30.41),Heinrich-Hertz-Hörsaal (10.11),Rudolf-Criegee-Hörsaal (30.41)",10.31,True,0.1850578784942627
" Hat das Kolleginnen, Gebäude-Maschinen Bau 2 Rollstuhl zu gang?",2,"Strömungsmechanik (ISTM), Institut für,10.23,10.31,10.22 - LAZ,Produktentwicklung (IPEK), Institut für",Kollegiengebäude Maschinenbau II,False,0.18576693534851074
 verfügt das Institut für technische Informatik über Rollstuhlzugänglichkeit?,EMPTY,"Technische Informatik (ITEC), Institut für,Theoretische Informatik (ITI), Institut für,Hochfrequenztechnik und Elektronik (IHE), Institut für,Industrielle Informationstechnik, Institut für,Technikzukünfte, Institut für ","Technische Informatik (ITEC), Institut für",True,0.20365285873413086
 Kann man Gebäude 101 mit Rollstuhl betreten?,101,"Hörsaal 101 (10.50),101,Hörsaal 102 (10.50),20.40,50.34",101,True,0.20404577255249023
 Hat das Institut für technische Thermodynamik ein Rollstuhl zu tun?,EMPTY,"Technische Thermodynamik, Institut für,Technische Thermodynamik und Kältetechnik, Institut für,Thermische Verfahrenstechnik, Institut für,Mess- und Regelungstechnik MRT, Institut für,Thermische Energietechnik und Sicherheit (ITES), Institut für","Technische Thermodynamik, Institut für",True,0.32366490364074707
 Hat das Informatik 1 Gebäude einen Rollstuhl zu gamm?,EMPTY,"20.40,Geodätisches Institut (GIK),Fachschaft Informatik,Egon-Eiermann-Hörsaal (20.40),Architektur-Hörsaal 9 (20.40)",InformatiKOM 1,False,0.34572696685791016
 Verschüttke beitet 211 über Rollstuhl zu der Möglichkeit.,EMPTY,"211,Fachschaft WiWi,20.40,Fachschaft Sport,Technikzukünfte, Institut für ",211,True,0.19004011154174805
 Hat der Bereich 1 der Biologie Chemie und Verfahrenszeichner beim Campus Nordbarriere freut zuginge?,EMPTY,"Bereich I - Biologie, Chemie und Verfahrenstechnik (Campus Nord),Bereich I – Biologie, Chemie und Verfahrenstechnik (Campus Süd),Bibliothek (Campus Nord),Chemische Verfahrenstechnik (CVT), Institut für,Institut für Biologische und Chemische Systeme (IBCS)","Bereich I - Biologie, Chemie und Verfahrenstechnik (Campus Nord)",True,0.20521283149719238
 Ist derchen Mietwurm 2 für Rollstuhlfahrer zum Gänglich?,EMPTY,"20.40,10.23,10.31,Fritz-Haller-Hörsaal (20.40),Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)",Chemie-Turm II,False,0.22808408737182617
" Ist das Gebäude 30, 28 barrierefrei zugänglich?",30  28,"Lernzentrum am Fasanenschlösschen (Geb. 30.28),30.23,20.40,30.91,Rudolf-Criegee-Hörsaal (30.41)",30.28,False,0.6606440544128418
 Ist das ISMK in Situld-Baryerruf frei?,EMPTY,"30.82,30.51,AStA,Soziologie, Medien- und Kulturwissenschaften (ISMK), Institut für ,Mitfahrbank (Campus Süd): Bibliothek","Soziologie, Medien- und Kulturwissenschaften (ISMK), Institut für ",True,0.38596415519714355
 Er fügt geballt 06.47 über bei jemals freiheit.,06.47,"06.47,Rechtsangelegenheiten (RECHT),Werkfeuerwehr,Chemie-Hörsaal III (30.41),11.40",06.47,True,0.18759894371032715
 Ist das Gebäude 10.86 für Rollschluffera zugänglich?,10.86,"10.86,Franz-Grashof-Hörsaal (10.91),10.22 - LAZ,10.31,10.23",10.86,True,0.2146139144897461
