id,query,position,num_turn,failed
06.45,Hat diese Einrichtung eine eigene Internetpräsenz?,-1,2,1
752,Kannst du mir den Standort von Gebäude 752 nennen?,-1,1,1
752,Was ist der beste Weg zu diesem Ort?,-1,2,1
752,Bis wann hat diese Einrichtung geöffnet?,-1,3,1
752,Existiert eine Webpräsenz dafür?,-1,4,1
428,Kannst du mir die URL von Gebäude 428 nennen?,1,1,0
428,Um welche Uhrzeit öffnet das Gebäude?,-1,2,1
428,Was ist der beste Weg zu diesem Standort?,-1,3,1
Institut für Arbeitswissenschaft und Betriebsorganisation (ifab),Können Sie mir den Standort des ifab verraten?,-1,1,1
Institut für Arbeitswissenschaft und Betriebsorganisation (ifab),Ist eine Homepage online verfügbar?,-1,2,1
607,Was ist der schnellste Weg zum Gebäude 607?,1,1,0
607,Kann ich eine Webpräsenz finden?,-1,2,1
607,Bis wann kann ich dort heute rein?,-1,3,1
Fachbibliothek WIWI,Wo finde ich die WIWI Fachbibliothek?,-1,1,1
Fachbibliothek WIWI,Ist der Gebäudezugang barrierefrei und für Rollstuhlfahrer geeignet?,-1,2,1
Fachbibliothek WIWI,Bis wann sind die Räumlichkeiten heute geöffnet?,-1,3,1
Fachbibliothek WIWI,Können Sie mir den Weg zur Bibliothek beschreiben?,-1,4,1
681,"681, ist das barrierefrei und für Rollstuhlfahrer geeignet?",-1,1,1
681,Kann ich eine Webseite mit mehr Informationen dazu finden?,-1,2,1
665,Ist der Zugang im Haus 665 behindertengerecht?,-1,1,1
665,Können Sie mir den Standort nennen?,-1,2,1
665,Existiert eine Webpräsenz hierzu?,-1,3,1
665,Sind die Türen momentan geöffnet?,-1,4,1
Medizinische Dienste (MED) CN,Wie finde ich den Weg zu den medizinischen Diensten CN?,-1,1,1
Medizinische Dienste (MED) CN,Kann man die Location auch barrierefrei mit dem Rollstuhl erreichen?,-1,2,1
70.11,Ist der Zugang zu Gebäude 70.11 barrierefrei?,-1,1,1
70.11,Sind die Türen aktuell geöffnet?,-1,2,1
70.11,Können Sie mir den Weg zum Veranstaltungsgebäude zeigen?,-1,3,1
70.11,Existiert ein Online-Auftritt für diese Einrichtung?,-1,4,1
"Customer Insights, Institute for ",Können Sie mir den Weg zum Customer Insights Institute zeigen?,-1,1,1
"Customer Insights, Institute for ",Verraten Sie mir die Adresse dieser Einrichtung?,-1,2,1
"Customer Insights, Institute for ",Können Sie mir die aktuellen Öffnungszeiten des Standorts mitteilen?,-1,3,1
"Customer Insights, Institute for ",Ist der Zutritt zum Gebäude auch barrierefrei möglich?,-1,4,1
510,Wo finde ich die Webadresse des Gebäudes 510?,1,1,0
510,Ist der Zugang auch für Rollstuhlfahrer geeignet?,-1,2,1
510,Zu welchen Zeiten ist der Zutritt möglich?,-1,3,1
510,Welche Route führt zu diesem Standort?,-1,4,1
50.21,"Hilfe, ich brauche eine Wegbeschreibung zu Gebäude 50.21!",-1,1,1
50.21,Hat diese Einrichtung eine eigene Internetpräsenz?,-1,2,1
50.34,Zeige mir bitte den Weg zu 50.34 :),-1,1,1
50.34,Existiert ein Online-Auftritt für diese Einrichtung?,-1,2,1
50.34,Wann hat das Gebäude geöffnet?,-1,3,1
50.34,Ist der Zugang barrierefrei gestaltet?,-1,4,1
01.94,Können Sie mir den Weg zu 01.94 zeigen?,-1,1,1
01.94,Ist der Zugang barrierefrei möglich?,-1,2,1
451,"Weißt du, wann kann ich 451 besuchen kann",1,1,0
451,Kannst du mir den Weg dorthin beschreiben?,-1,2,1
451,An welcher Adresse befindet sich diese Einrichtung?,-1,3,1
451,Ist eine Webpräsenz für diese Institution verfügbar?,-1,4,1
303,An welcher Adresse finde ich Gebäude 303?,1,1,0
303,Wann hat das Gebäude geöffnet?,-1,2,1
260/1,Wann hat das Gebäude 260/1 heute geöffnet?,-1,1,1
260/1,Ist der Zugang barrierefrei?,-1,2,1
260/1,Wie finde ich diese Location?,-1,3,1
10.11,Ist der Zugang für Rollstuhlfahrer geeignet. Ich will nach 10.11,-1,1,1
10.11,Was ist die Adresse dieses Standorts?,-1,2,1
10.11,Können Sie mir den Weg zum besagten Gebäude zeigen?,-1,3,1
724,Welche Öffnungszeiten hat das 724 Gebäude?,1,1,0
724,Ist der Zugang barrierefrei möglich?,-1,2,1
414,"Hey, kennst du die Öffnungszeiten des Gebäudes 414?",1,1,0
414,Können Sie mir den Standort nennen?,-1,2,1
414,Was ist die beste Route zu dieser Location?,-1,3,1
414,Ist der Zugang barrierefrei gestaltet?,-1,4,1
310,Um wieviel Uhr macht das Gebäude 310 auf?,1,1,0
310,Kann ich online mehr Informationen dazu finden?,-1,2,1
310,Was ist der beste Weg zu dieser Location?,-1,3,1
633,Verfügt der Haupteingang des Gebäudes 633 über eine barrierefreie Zugangsmöglichkeit?,1,1,0
633,An welcher Adresse befindet sich der gesuchte Standort?,-1,2,1
40.02,Ist das Gebäude 40.02 barrierefrei zugänglich?,-1,1,1
40.02,Welche Öffnungszeiten sind dort festgelegt?,-1,2,1
40.02,Wo finde ich die zugehörige Webpräsenz?,-1,3,1
"Finanzwirtschaft, Banken und Versicherungen (FBV), Institut für",Können Sie mir die Homepage des Instituts FBV nennen?,-1,1,1
"Finanzwirtschaft, Banken und Versicherungen (FBV), Institut für",Bis wann hat diese Einrichtung heute geöffnet?,-1,2,1
"Finanzwirtschaft, Banken und Versicherungen (FBV), Institut für",An welcher Adresse befindet sich diese Institution?,-1,3,1
438,Wie viele Stunden kann ich heute noch im Gebäude mit der Nummer 438 verbleiben?,1,1,0
438,Ist der Zugang barrierefrei und mit einem Rollstuhl zu erreichen?,-1,2,1
"Informationsmanagement im Ingenieurwesen (IMI) , Institut für",Ist das IMI barrierefrei zugänglich für Rollstuhlfahrer?,-1,1,1
"Informationsmanagement im Ingenieurwesen (IMI) , Institut für",Kann ich die Webpräsenz finden?,-1,2,1
"Informationsmanagement im Ingenieurwesen (IMI) , Institut für",Wann kann man dort vorbeikommen?,-1,3,1
"Informationsmanagement im Ingenieurwesen (IMI) , Institut für",Können Sie mir den Weg zur Einrichtung beschreiben?,-1,4,1
"Mikroverfahrenstechnik (IMVT) , Institut für","Können Sie mir sagen, wann das Institut für Mikroverfahrenstechnik (IMVT) geöffnet hat?",-1,1,1
"Mikroverfahrenstechnik (IMVT) , Institut für",Ist die Einrichtung barrierefrei zugänglich?,-1,2,1
"Mikroverfahrenstechnik (IMVT) , Institut für",An welcher Adresse befindet sich dieses Institut?,-1,3,1
"Mikroverfahrenstechnik (IMVT) , Institut für",Existiert eine Homepage für diese Institution?,-1,4,1
07.08,Zu welcher Online-Adresse gehört das KIT-Gebäude 07.08?,-1,1,1
07.08,Wie gelange ich zu dieser Location?,-1,2,1
725,Ist das Gebäude mit der Nummer 725 barrierefrei zu erreichen?,1,1,0
725,Kannst du mir den Weg dorthin beschreiben?,-1,2,1
725,Bis wann hat dieser Standort heute geöffnet?,-1,3,1
"Institut für Operations Research (IOR), Bereich Analytics and Statistics","Können Sie mir den Weg zum IOR-Institut, Abteilung Analytics and Statistics zeigen?",-1,1,1
"Institut für Operations Research (IOR), Bereich Analytics and Statistics",An welcher Adresse befindet sich diese Einrichtung?,-1,2,1
"Sport und Sportwissenschaft, Institut für",Kannst du mir den Weg zum Institut für Sport und Sportwissenschaften zeigen?,-1,1,1
"Sport und Sportwissenschaft, Institut für",Ist diese Einrichtung derzeit geöffnet?,-1,2,1
"Sport und Sportwissenschaft, Institut für",Ist der Zugang barrierefrei und für Rollstuhlfahrer geeignet?,-1,3,1
"Sport und Sportwissenschaft, Institut für",An welcher Adresse befindet sich diese Einrichtung?,-1,4,1
40.50,Bis wann kann ich heute noch in Gebäude 40.50 bleiben?,-1,1,1
40.50,Gibt es eine Internetseite zu dieser Einrichtung?,-1,2,1
40.50,An welcher Adresse befindet sich die Location?,-1,3,1
"Wirtschaftswissenschaften, KIT-Fakultät für",Wo finde ich die wirtschaftliche Fakultät des KIT?,-1,1,1
"Wirtschaftswissenschaften, KIT-Fakultät für",Kann ich irgendwo online mehr Informationen dazu finden?,-1,2,1
"Wirtschaftswissenschaften, KIT-Fakultät für",Ist der Standort barrierefrei mit einem Rollstuhl erreichbar?,-1,3,1
"Wirtschaftswissenschaften, KIT-Fakultät für",Welche Route führt am besten zu diesem Gebäude?,-1,4,1
10.22 - LAZ,Hat die LAZ momentan auf?,-1,1,1
10.22 - LAZ,Kannst du mir den Weg zeigen?,-1,2,1
10.22 - LAZ,Ist eine Internetseite für die Einrichtung verfügbar?,-1,3,1
541,Können Sie mir den Standort von Gebäude 541 nennen?,1,1,0
541,Ist der Zugang barrierefrei und mit Rollstuhl möglich?,-1,2,1
541,Was ist die beste Route zu diesem Standort?,-1,3,1
541,Existiert eine offizielle Webpräsenz?,-1,4,1
145,Können Sie mir den Standort vom Gebäude 145 mitteilen?,1,1,0
145,Ist der Zugang dort barrierefrei für Rollstühle?,-1,2,1
Physikalisches Institut (PI),Kann ich das Physikalische Institut barrierefrei erreichen?,-1,1,1
Physikalisches Institut (PI),An welcher Adresse befindet sich diese Einrichtung?,-1,2,1
Physikalisches Institut (PI),Welche Route führt zu diesem Universitätsgebäude?,-1,3,1
11.40,Kann man 11 40 eigentlich mit einem Rollstuhl erreichen?,-1,1,1
11.40,"Welchen Weg muss ich nehmen, um dorthin zu gelangen?",-1,2,1
40.29,Können Sie mir den Weg zum Gebäude 40.29 beschreiben?,-1,1,1
40.29,Wo finde ich die zugehörige Internetseite?,-1,2,1
40.29,Ist der Zugang barrierefrei?,-1,3,1
40.29,Sind die Öffnungszeiten aktuell?,-1,4,1
349,Wo finde ich die Homepage von 349?,1,1,0
349,Ist der Zugang auch barrierefrei?,-1,2,1
248,Kann man das Gebäude 248 mit einem Rollstuhl erreichen?,1,1,0
248,Existiert eine Internetpräsenz?,-1,2,1
248,Bis wann hat der Standort heute noch auf?,-1,3,1
248,Können Sie mir die Adresse nennen?,-1,4,1
Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften (JKIP),Können Sie mir die Website des JKIP nennen?,-1,1,1
Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften (JKIP),Welche Route führt am besten zu diesem Institut?,-1,2,1
611,Wo finde ich die URL von 611??,1,1,0
611,Ist der Zugang barrierefrei?,-1,2,1
907,Können Sie mir den Standort von Gebäude 907 nennen?,-1,1,1
907,Zu welchen Zeiten kann man das Gebäude betreten?,-1,2,1
907,Ist der Zugang auch für Rollstuhlfahrer möglich?,-1,3,1
907,Existiert eine Online-Präsenz für diese Einrichtung?,-1,4,1
402,Wo finde ich die Website vom Verwaltungsgebäude 402?,1,1,0
402,Wann hat der Standort geöffnet?,-1,2,1
402,Gibt es hier barrierefreien Zugang?,-1,3,1
402,Kannst du mir eine Wegbeschreibung zum Standort geben?,-1,4,1
01.95,Kannst Du mir den Weg zu 01 Punkt 95 zeigen?,-1,1,1
01.95,Ist der Zugang behindertengerecht gestaltet?,-1,2,1
"Analysis, Institut für",Wie erreiche ich das Institut für Gebäude Analysis online?,-1,1,1
"Analysis, Institut für",Wann ist der Besuch möglich?,-1,2,1
"Analysis, Institut für",Gibt es dort einen barrierefreien Zugang?,-1,3,1
741,Hat Gebäude 741 im Moment geöffnet?,1,1,0
741,Ist der Zugang barrierefrei?,-1,2,1
741,An welcher Adresse befindet sich dieser Standort?,-1,3,1
741,Können Sie mir den Weg zu dieser Einrichtung zeigen?,-1,4,1
"Bodenmechanik und Felsmechanik (IBF) , Institut für",Ist das Institut für Bodenmechanik und Felsmechanik barrierefrei zugänglich?,-1,1,1
"Bodenmechanik und Felsmechanik (IBF) , Institut für",Können Sie mir den Weg zu dieser Einrichtung beschreiben?,-1,2,1
352,Kannst du mir den Standort von Gebäude 352 nennen?,1,1,0
352,Wie finde ich den Weg zu diesem Ort?,-1,2,1
352,Ist der Zugang barrierefrei?,-1,3,1
352,Existiert eine Webpräsenz dazu?,-1,4,1
329,Können Sie mir den Weg zu Gebäude 329 zeigen?,1,1,0
329,Existiert eine Internetpräsenz für diese Örtlichkeit?,-1,2,1
10.84,In welchem Bereich finde ich den Gebäudekomplex 10.84?,-1,1,1
10.84,Existiert ein Online-Auftritt zu dieser Einrichtung?,-1,2,1
10.84,Verfügt der Standort über barrierefreie Zugänge?,-1,3,1
10.84,Wann kann man die Räumlichkeiten betreten und nutzen?,-1,4,1
30.31,Welche URL hat das dreißig Punkt einundreißig Gebäude?,-1,1,1
30.31,Können Sie mir die Adresse des Standorts nennen?,-1,2,1
30.31,Ist es aktuell zugänglich?,-1,3,1
30.31,Bitte zeigen Sie mir den Weg zum Gebäude.,-1,4,1
KIT-Shuttle (Haltestelle Campus Ost),Können Sie mir den besten Weg zum KIT-Shuttle-Gebäude am Campus Ost zeigen?,-1,1,1
KIT-Shuttle (Haltestelle Campus Ost),An welcher Adresse befindet sich diese Haltestelle?,-1,2,1
70.26,Ist der Zugang zu 70 26 barrierefrei gestaltet?,-1,1,1
70.26,Wann schließt die Einrichtung heute?,-1,2,1
70.26,Kann ich online weitere Informationen zu dieser Institution finden?,-1,3,1
"Technische Chemie und Polymerchemie, Institut für",Ist der Zugang zum Institut für Technische und Polymerchemie barrierefrei?,-1,1,1
"Technische Chemie und Polymerchemie, Institut für",An welcher Adresse befindet sich diese Einrichtung?,-1,2,1
Fachschaft Geistes- und Sozialwissenschaften,Kannst du mir den Weg zur Fachschaft GeKo zeigen?,-1,1,1
Fachschaft Geistes- und Sozialwissenschaften,Wann beginnen die Öffnungszeiten des Gebäudes?,-1,2,1
Fachschaft Geistes- und Sozialwissenschaften,Ist die Location barrierefrei zugänglich?,-1,3,1
30.95,Können Sie mir den Weg zu Einrichtung 30 Punkt 95 zeigen?,-1,1,1
30.95,Ist der Zugang barrierefrei und für Rollstuhlfahrer geeignet?,-1,2,1
30.95,An welcher Adresse befindet sich dieser Standort?,-1,3,1
30.95,Existiert eine Webpräsenz für diese Einrichtung?,-1,4,1
30.10,Ist das Gebäude 30.10 barrierefrei zugänglich?,-1,1,1
30.10,Sind die Räumlichkeiten momentan zugänglich?,-1,2,1
30.10,An welcher Adresse befindet sich dieses Objekt?,-1,3,1
30.10,Kannst du mir den Weg zum Standort zeigen?,-1,4,1
"Hochleistungsimpuls- und Mikrowellentechnik (IHM), Institut für",Bis wann kann ich das IHM-Institut heute besuchen?,-1,1,1
"Hochleistungsimpuls- und Mikrowellentechnik (IHM), Institut für",Können Sie mir die Route dorthin zeigen?,-1,2,1
10.85,Können Sie mir den Standort von Gebäude 10.85 nennen?,-1,1,1
10.85,Ist der Zugang barrierefrei möglich?,-1,2,1
10.85,Existiert eine Webpräsenz für diese Einrichtung?,-1,3,1
B404,Ist der Zugang für Rollstühle bei B404 möglich?,-1,1,1
B404,Hat das Ganze eine eigene Internetpräsenz?,-1,2,1
10.92,"Ist 10,92 barrierefrei zugänglich?",-1,1,1
10.92,Sind die Türen momentan aufgeschlossen?,-1,2,1
10.92,Existiert eine Webpräsenz?,-1,3,1
"Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP), Institut für",Ist das Institut IAM-AWP barrierefrei für Rollstuhlfahrer?,-1,1,1
"Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP), Institut für",An welcher Adresse befindet sich diese Einrichtung?,-1,2,1
"Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP), Institut für",Können Sie mir eine Wegbeschreibung zum genannten Institut geben?,-1,3,1
Medizinische Dienste (MED) CS,Wie finde ich den Standort des Medizinische Dienste Gebäudes (MED) CS?,-1,1,1
Medizinische Dienste (MED) CS,Existiert ein Online-Auftritt dieser Einrichtung?,-1,2,1
06.47,Können Sie mir eine Wegbeschreibung zu Gebäude 06.47 geben?,-1,1,1
06.47,Bitte nennen Sie mir die Adresse des genannten Standorts,-1,2,1
30.43,Können Sie mir bitte die Adresse von Gebäude 30.43 nennen?,-1,1,1
30.43,Was ist der schnellste Weg zu diesem Standort?,-1,2,1
30.43,Ist der Zugang barrierefrei gestaltet?,-1,3,1
30.91,Ist der Zugang von 30.91 am Campus barrierefrei?,-1,1,1
30.91,Kann ich online mehr Informationen dazu finden?,-1,2,1
30.91,Kannst du mir die Adresse des Gebäudes nennen?,-1,3,1
Fachschaft Bauingenieurwesen,Wo kann ich die Homepage der Fachschaft Bauingenieurwesen finden?,-1,1,1
Fachschaft Bauingenieurwesen,Wo befindet sich dieser Standort?,-1,2,1
Fachschaft Bauingenieurwesen,Bis wann sind die aktuellen Öffnungszeiten?,-1,3,1
103,Können Sie mir den Weg zum Gebäude 103 beschreiben?,1,1,0
103,Ist der Zugang barrierefrei?,-1,2,1
103,Existiert eine Online-Präsenz dazu?,-1,3,1
Zentrum für Angewandte Rechtswissenschaft (ZAR),Können Sie mir den Link zur Homepage des Zentrum für Angewandte Rechtswissenschaft geben?,-1,1,1
Zentrum für Angewandte Rechtswissenschaft (ZAR),Ich würde gerne den Weg zu dieser Einrichtung finden,-1,2,1
404,Komme ichin das Gebäude 404 mit meinem Rollstuhl rein?,1,1,0
404,Hat die Einrichtung eine eigene Webpräsenz?,-1,2,1
559,Wo finde ich die Internetpräsenz des Gebäudes 559?,1,1,0
559,An welcher Adresse befindet sich dieser Standort?,-1,2,1
512,Können Sie mir den Standort von Gebäude 512 nennen?,1,1,0
512,Ist der Zugang barrierefrei gestaltet?,-1,2,1
512,Existiert eine digitale Präsenz für diesen Standort?,-1,3,1
512,Was ist die beste Route zu diesem Gebäude?,-1,4,1
KIT-Archiv,Wie finde ich den Weg zum KIT-Archiv?,-1,1,1
KIT-Archiv,Wann kann man diese Einrichtung besuchen?,-1,2,1
KIT-Archiv,Kann ich online weitere Informationen finden?,-1,3,1
KIT-Archiv,An welcher Adresse befindet sich diese Institution?,-1,4,1
Bibliothek (Campus Nord),In welchem Bereich auf Campus Nord befindet sich die Bibliothek?,-1,1,1
Bibliothek (Campus Nord),Können Sie mir den Weg zu diesem Standort beschreiben?,-1,2,1
Bibliothek (Campus Nord),Ist der Zugang barrierefrei und für Rollstuhlfahrer geeignet?,-1,3,1
"Funktionelle Grenzflächen (IFG), Institut für",Ist das Institut für funk. Grenzfl. barrierefrei für Rollstuhlfahrer?,-1,1,1
"Funktionelle Grenzflächen (IFG), Institut für",Kannst du mir den besten Weg dorthin zeigen?,-1,2,1
10.70,Exisitiert eine Homepage von 10.70,-1,1,1
10.70,An welcher Adresse ist dieser Standort zu finden?,-1,2,1
"Photogrammetrie und Fernerkundung (IPF), Institut für",Können Sie mir den Weg zum Institut für Photogrammetrie und Fernerkundung (IPF) zeigen?,-1,1,1
"Photogrammetrie und Fernerkundung (IPF), Institut für",Wo finde ich die Homepage dieser Einrichtung?,-1,2,1
"Photogrammetrie und Fernerkundung (IPF), Institut für",Bis wann hat diese Institution heute geöffnet?,-1,3,1
308,Können Sie mir die URL für Gebäude 308 nennen?,1,1,0
308,Wie gelange ich zu diesem Standort?,-1,2,1
308,Ist der Zugang auch barrierefrei möglich?,-1,3,1
308,An welcher Adresse befindet sich diese Einrichtung?,-1,4,1
11.21,Hat Gebäude 11.21 im Moment auf?,-1,1,1
11.21,Ist der Zugang barrierefrei?,-1,2,1
11.21,Was ist die beste Route zu diesem Standort?,-1,3,1
11.21,Können Sie mir die Adresse nennen?,-1,4,1
Rudolf-Criegee-Hörsaal,Können Sie mir den Standort des Rudolf-Criegee-Hörsaals nennen?,-1,1,1
Rudolf-Criegee-Hörsaal,Welcher Weg führt zu diesem Vorlesungssaal?,-1,2,1
Rudolf-Criegee-Hörsaal,Ist der Zugang auch barrierefrei?,-1,3,1
