id,query,rephrased_query,position,num_turn,failed
807,Ist Gebäude 807 grade geöffnet?,Is Gebäude 807 geöffnet?,1,1,0
807,Ist das auch rollstuhlgerecht?,Ist Gebäude 807 rollstuhlgerecht?,1,2,0
804,Wo ist Gebäude 804?,Welches Gebäude ist Gebäude 804?,1,1,0
804,Wie komme ich dahin?,Wie komme ich zu Gebäude 804?,1,2,0
804,Ist das auch rollstuhlgerecht?,Ist Gebäude 804 rollstuhlgerecht?,1,3,0
10.86,Wo ist Gebäude 10.86?,Wo befindet sich Gebäude 10.86?,1,1,0
10.86,Wie komme ich dahin?,Wie komme ich zu Gebäude 10.86?,1,2,0
10.86,Gibt es eine Website davon?,Welche Informationen über Gebäude 10.86 gibt es?,1,3,0
712,Wie komme ich zu Gebäude 712?,Welches Gebäude ist Gebäude 712?,1,1,0
712,Ist das auch rollstuhlgerecht?,Is Gebäude 712 rollstuhlgerecht?,1,2,0
712,Wo ist das?,Wo ist Gebäude 712?,1,3,0
712,Gibt es eine Website davon?,Wo ist die Website von Gebäude 712?,1,4,0
Meteorologie und Klimaforschung  - Troposphäre (IMK-TRO),Ist Gebäude Meteorologie und Klimaforschung  - Troposphäre (IMK-TRO) rollstuhlgerecht?,Is das Gebäude Meteorologie und Klimaforschung - Troposphäre (IMK-TRO) rollstuhlgerecht?,1,1,0
Meteorologie und Klimaforschung  - Troposphäre (IMK-TRO),Wo ist das?,Wo ist das Physik-Hochhaus?,-1,2,1
Meteorologie und Klimaforschung  - Troposphäre (IMK-TRO),Wie komme ich dahin?,Wie komme ich zum Physik-Hochhaus (Meteorologie und Klimaforschung - Troposphäre (IMK-TRO))?,1,3,0
10.95,Was ist die Webseite von Gebäude 10.95?,Welche Webseite hat Gebäude 10.95?,1,1,0
10.95,Wo ist das?,Wo ist Gebäude 10.95?,1,2,0
10.95,Wie komme ich dahin?,Wo ist Gebäude 10.95?,1,3,0
"Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)","Wann öffnet Gebäude Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)?","Wann öffnet Gebäude Bereich II - Informatik, Wirtschaft und Gesellschaft?",2,1,0
"Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)",Wie komme ich dahin?,"Wie komme ich zum Gebäude Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)?",1,2,0
"Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)",Gibt es eine Website davon?,"Welche Website gibt es für den Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)?",1,3,0
"Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)",Ist das auch rollstuhlgerecht?,"Ist das Gebäude Bereich II - Informatik, Wirtschaft und Gesellschaft (CN) rollstuhlgerecht?",1,4,0
757,Was ist die Webseite von Gebäude 757?,Welche Webseite gibt es für Gebäude 757?,1,1,0
757,Wie komme ich dahin?,Wie komme ich zum Gebäude 757?,1,2,0
757,Wie lange ist das noch offen?,Wie lange ist Gebäude 757 noch geöffnet?,1,3,0
240,Wie komme ich zu Gebäude 240?,Welches Gebäude ist Gebäude 240?,1,1,0
240,Wo ist das?,Wo ist Gebäude 240?,1,2,0
240,Wann öffnet es?,Wann öffnet Gebäude 240?,1,3,0
240,Gibt es eine Website davon?,Welche Website gibt es zu Gebäude 240?,1,4,0
640,Ist Gebäude 640 rollstuhlgerecht?,Is Gebäude 640 rollstuhlgerecht?,1,1,0
640,Wo ist das?,Wo ist Gebäude 640?,1,2,0
640,Wie komme ich dahin?,Wo ist Gebäude 640?,1,3,0
246,Wo ist Gebäude 246?,Welches Gebäude ist Gebäude 246?,1,1,0
246,Wie komme ich dahin?,Wie komme ich zum Gebäude 246?,1,2,0
246,Wie lange ist das noch offen?,Wie lange ist Gebäude 246 noch offen?,1,3,0
717,Was sind die Öffnungszeiten von Gebäude 717?,What sind die Öffnungszeiten von Gebäude 717?,1,1,0
717,Wo ist das?,Wo ist Gebäude 717?,1,2,0
717,Wie komme ich dahin?,Wo ist Gebäude 717?,1,3,0
717,Ist das auch rollstuhlgerecht?,Ist Gebäude 717 rollstuhlgerecht?,1,4,0
332,Wie komme ich zu Gebäude 332?,Welches Gebäude ist Gebäude 332?,1,1,0
332,Wie lange ist das noch offen?,Wie lange ist Gebäude 332 noch offen?,1,2,0
International Scholars & Welcome Office (Campus Nord),Ist Gebäude International Scholars & Welcome Office (Campus Nord) grade geöffnet?,What sind die Öffnungszeiten des Gebäudes International Scholars & Welcome Office (Campus Nord)?,1,1,0
International Scholars & Welcome Office (Campus Nord),Wo ist das?,Wo ist das International Scholars & Welcome Office (Campus Nord)?,1,2,0
International Scholars & Welcome Office (Campus Nord),Wie komme ich dahin?,Wo ist das International Scholars & Welcome Office (Campus Nord)?,1,3,0
"Angewandte Materialien - Elektrochemische Technologien (IAM-ET), Institut  für","Wo ist Gebäude Angewandte Materialien - Elektrochemische Technologien (IAM-ET), Institut  für?",Welches Gebäude beherbergt das IAM-ET?,4,1,0
"Angewandte Materialien - Elektrochemische Technologien (IAM-ET), Institut  für",Wann öffnet es?,"Wann öffnet das Forschungszentrum Umwelt (Angewandte Materialien - Elektrochemische Technologien (IAM-ET), Institut  für)?",1,2,0
306,Ist Gebäude 306 rollstuhlgerecht?,Is Gebäude 306 rollstuhlgerecht?,1,1,0
306,Wo ist das?,Wo ist Gebäude 306?,1,2,0
803,Was sind die Öffnungszeiten von Gebäude 803?,What sind die Öffnungszeiten von Gebäude 803?,1,1,0
803,Wo ist das?,Wo ist Gebäude 803?,1,2,0
803,Ist das auch rollstuhlgerecht?,Ist Gebäude 803 rollstuhlgerecht?,1,3,0
803,Wie komme ich dahin?,Wo ist Gebäude 803?,1,4,0
"Berufspädagogik und Allgemeine Pädagogik (IBAP), Institut für","Wie komme ich zu Gebäude Berufspädagogik und Allgemeine Pädagogik (IBAP), Institut für?",Wie komme ich zum Institut für Berufspädagogik und Allgemeine Pädagogik (IBAP)?,1,1,0
"Berufspädagogik und Allgemeine Pädagogik (IBAP), Institut für",Gibt es eine Website davon?,Welche Website gibt es für das Institut für Berufspädagogik und Allgemeine Pädagogik (IBAP)?,1,2,0
"Berufspädagogik und Allgemeine Pädagogik (IBAP), Institut für",Wo ist das?,Wo ist das Institut für Berufspädagogik und Allgemeine Pädagogik (IBAP)?,1,3,0
"Berufspädagogik und Allgemeine Pädagogik (IBAP), Institut für",Wie lange ist das noch offen?,Welche Öffnungszeiten hat das Institut für Berufspädagogik und Allgemeine Pädagogik (IBAP)?,1,4,0
10.12,Ist Gebäude 10.12 grade geöffnet?,Ist Gebäude 10.12 geöffnet?,1,1,0
10.12,Wo ist das?,Wo ist der Studierendenservice?,3,2,0
518,Ist Gebäude 518 rollstuhlgerecht?,Is Gebäude 518 rollstuhlgerecht?,1,1,0
518,Wie komme ich dahin?,Wie komme ich zum Gebäude 518?,1,2,0
518,Wo ist das?,Wo ist Gebäude 518?,1,3,0
10.83,Ist Gebäude 10.83 rollstuhlgerecht?,Is Gebäude 10.83 rollstuhlgerecht?,1,1,0
10.83,Wie komme ich dahin?,Wie komme ich zum Institut für Wasser und Gewässerentwicklung - Bereich Wasserwirtschaft und Kulturtechnik?,1,2,0
Geodätisches Institut (GIK),Was ist die Webseite von Gebäude Geodätisches Institut (GIK)?,Welche Webseite hat das Geodätische Institut (GIK)?,1,1,0
Geodätisches Institut (GIK),Wie lange ist das noch offen?,Wie lange ist das Geodätische Institut (GIK) noch geöffnet?,1,2,0
"Technikzukünfte - Geschichte, Institut für","Wann öffnet Gebäude Technikzukünfte - Geschichte, Institut für?","Wann öffnet das Gebäude Technikzukünfte - Geschichte, Institut für?",1,1,0
"Technikzukünfte - Geschichte, Institut für",Wo ist das?,Wo ist das Institut für Technikzukünfte - Geschichte?,1,2,0
"Technikzukünfte - Geschichte, Institut für",Ist das auch rollstuhlgerecht?,Ist das Institut für Technikzukünfte - Geschichte rollstuhlgerecht?,1,3,0
Otto-Lehmann-Hörsaal,Wo ist Gebäude Otto-Lehmann-Hörsaal?,Wo ist der Otto-Lehmann-Hörsaal?,-1,1,1
Otto-Lehmann-Hörsaal,Ist das auch rollstuhlgerecht?,Is das Gebäude Otto-Lehmann-Hörsaal rollstuhlgerecht?,-1,2,1
686,Wie komme ich zu Gebäude 686?,Welche Gebäudeinformationen gibt es zu Gebäude 686?,1,1,0
686,Wo ist das?,Wo ist Gebäude 686?,1,2,0
326,Wo ist Gebäude 326?,Welches Gebäude ist Gebäude 326?,1,1,0
326,Was sind die Öffnungszeiten?,Was sind die Öffnungszeiten von Gebäude 326?,1,2,0
229,Ist Gebäude 229 rollstuhlgerecht?,Is Gebäude 229 rollstuhlgerecht?,1,1,0
229,Wie komme ich dahin?,Wie komme ich zum Gebäude 229?,1,2,0
229,Wo ist das?,Wo ist Gebäude 229?,1,3,0
229,Gibt es eine Website davon?,Wo ist die Website von Gebäude 229?,1,4,0
769,Was ist die Webseite von Gebäude 769?,Welche Webseite gehört zum Gebäude 769?,1,1,0
769,Und hat es gerade offen?,Hat Gebäude 769 gerade geöffnet?,1,2,0
769,Wo ist das?,Wo ist Gebäude 769?,1,3,0
"Massivbau und Baustofftechnologie, Institut für","Wie komme ich zu Gebäude Massivbau und Baustofftechnologie, Institut für?",Wo befindet sich das Institut für Massivbau und Baustofftechnologie?,1,1,0
"Massivbau und Baustofftechnologie, Institut für",Ist das auch rollstuhlgerecht?,Ist das Gebäude Massivbau und Baustofftechnologie rollstuhlgerecht?,1,2,0
"Massivbau und Baustofftechnologie, Institut für",Wie lange ist das noch offen?,Wie lange ist das Kollegiengebäude Bauingenieurwesen III offen?,5,3,0
"Massivbau und Baustofftechnologie, Institut für",Wo ist das?,Wo ist das Kollegiengebäude Bauingenieurwesen III?,5,4,0
301,Wo ist Gebäude 301?,Welches Gebäude ist Gebäude 301?,1,1,0
301,Was sind die Öffnungszeiten?,Was sind die Öffnungszeiten von Gebäude 301?,1,2,0
301,Gibt es eine Website davon?,Welche Website gibt es zu Gebäude 301?,1,3,0
464,Ist Gebäude 464 rollstuhlgerecht?,Is Gebäude 464 rollstuhlgerecht?,1,1,0
464,Gibt es eine Website davon?,Gibt es eine Website für die GODZILLA Test-Facility Beryllide-Production (464)?,1,2,0
464,Wo ist das?,Wo ist die GODZILLA Test-Facility Beryllide-Production?,3,3,0
464,Und hat es gerade offen?,Ist Gebäude 464 gerade offen?,1,4,0
739,Was ist die Webseite von Gebäude 739?,Welche Webseite hat Gebäude 739?,1,1,0
739,Ist das auch rollstuhlgerecht?,Is Gebäude 739 rollstuhlgerecht?,1,2,0
739,Wo ist das?,Wo ist Gebäude 739?,1,3,0
Interfakultatives Institut für Anwendungen der Informatik,Ist Gebäude Interfakultatives Institut für Anwendungen der Informatik grade geöffnet?,Is das Interfakultative Institut für Anwendungen der Informatik geöffnet?,1,1,0
Interfakultatives Institut für Anwendungen der Informatik,Ist das auch rollstuhlgerecht?,Is das Physik-Hochhaus rollstuhlgerecht?,-1,2,1
Chemie-Hörsaal II,Was sind die Öffnungszeiten von Gebäude Chemie-Hörsaal II?,Was sind die Öffnungszeiten von Chemie-Hörsaal II?,-1,1,1
Chemie-Hörsaal II,Gibt es eine Website davon?,Gibt es eine Website für die Öffnungszeiten von Gebäude Chemie-Hörsaal II?,-1,2,1
573,Ist Gebäude 573 rollstuhlgerecht?,Is Gebäude 573 rollstuhlgerecht?,1,1,0
573,Gibt es eine Website davon?,Gibt es eine Website zu Gebäude 573?,1,2,0
573,Wie komme ich dahin?,Wie komme ich zum Gebäude 573?,1,3,0
573,Wo ist das?,Wo ist Gebäude 573?,1,4,0
"Elektroenergiesysteme und Hochspannungstechnik , Institut für","Was ist die Webseite von Gebäude Elektroenergiesysteme und Hochspannungstechnik , Institut für?",Welche Webseite hat das Institut für Gebäude Elektroenergiesysteme und Hochspannungstechnik?,1,1,0
"Elektroenergiesysteme und Hochspannungstechnik , Institut für",Wie lange ist das noch offen?,Wie lange ist das Institut für Elektroenergiesysteme und Hochspannungstechnik noch offen?,1,2,0
421,Ist Gebäude 421 rollstuhlgerecht?,What sind die Zugänglichkeitsmerkmale von Gebäude 421?,1,1,0
421,Gibt es eine Website davon?,Gibt es eine Website für das Institut für Hochleistungsimpuls- und Mikrowellentechnik (421)?,1,2,0
11.30,Wo ist Gebäude 11.30?,Wo befindet sich Gebäude 11.30?,1,1,0
11.30,Wie komme ich dahin?,Wie komme ich zum Adolf-Würth-Gebäude?,1,2,0
11.30,Ist das auch rollstuhlgerecht?,Ist das Adolf-Würth-Gebäude rollstuhlgerecht?,1,3,0
11.30,Gibt es eine Website davon?,Welche Informationen gibt es über das Adolf-Würth-Gebäude (11.30)?,1,4,0
Neuer Hörsaal Chemie,Wie komme ich zu Gebäude Neuer Hörsaal Chemie?,Wie komme ich zum Neuen Hörsaal der Chemie?,-1,1,1
Neuer Hörsaal Chemie,Wo ist das?,Wo ist Gebäude Neuer Hörsaal Chemie?,-1,2,1
06.45,Wo ist Gebäude 06.45?,Wo ist Gebäude 06.45?,1,1,0
06.45,Gibt es eine Website davon?,Gibt es eine Website für Westhochschule (06.45)?,1,2,0
752,Wo ist Gebäude 752?,Welches Gebäude ist Gebäude 752?,1,1,0
752,Wie komme ich dahin?,Wie komme ich zu Gebäude 752?,1,2,0
752,Wie lange ist das noch offen?,Wie lange ist Gebäude 752 noch offen?,1,3,0
752,Gibt es eine Website davon?,Welche Informationen über Gebäude 752 gibt es?,1,4,0
428,Was ist die Webseite von Gebäude 428?,Welche Webseite gehört zum Gebäude 428?,1,1,0
428,Wann öffnet es?,Wann öffnet Gebäude 428?,1,2,0
428,Wie komme ich dahin?,Wie komme ich zum Gebäude 428?,1,3,0
Institut für Arbeitswissenschaft und Betriebsorganisation (ifab),Wo ist Gebäude Institut für Arbeitswissenschaft und Betriebsorganisation (ifab)?,Wo ist das Gebäude des Instituts für Arbeitswissenschaft und Betriebsorganisation (ifab)?,1,1,0
Institut für Arbeitswissenschaft und Betriebsorganisation (ifab),Gibt es eine Website davon?,Gibt es eine Website für das Institut für Arbeitswissenschaft und Betriebsorganisation (ifab)?,1,2,0
607,Wie komme ich zu Gebäude 607?,Welches Gebäude ist Gebäude 607?,1,1,0
607,Gibt es eine Website davon?,Gibt es eine Website für Gebäude 607?,1,2,0
607,Wie lange ist das noch offen?,Wie lange ist Gebäude 607 noch geöffnet?,1,3,0
Fachbibliothek WIWI,Wo ist Gebäude Fachbibliothek WIWI?,Wo ist die Fachbibliothek WIWI?,1,1,0
Fachbibliothek WIWI,Ist das auch rollstuhlgerecht?,Ist die Wirtschaftswissenschaftliche Fakultätsbibliothek (Fachbibliothek WIWI) rollstuhlgerecht?,1,2,0
Fachbibliothek WIWI,Wie lange ist das noch offen?,Wie lange ist die Wirtschaftswissenschaftliche Fakultätsbibliothek (Fachbibliothek WIWI) noch offen?,1,3,0
Fachbibliothek WIWI,Wie komme ich dahin?,Wie komme ich zur Wirtschaftswissenschaftlichen Fakultätsbibliothek (Fachbibliothek WIWI)?,1,4,0
681,Ist Gebäude 681 rollstuhlgerecht?,Is Gebäude 681 rollstuhlgerecht?,1,1,0
681,Gibt es eine Website davon?,Gibt es eine Website zu Gebäude 681?,1,2,0
665,Ist Gebäude 665 rollstuhlgerecht?,Is Gebäude 665 rollstuhlgerecht?,1,1,0
665,Wo ist das?,Wo ist Gebäude 665?,1,2,0
665,Gibt es eine Website davon?,Welche Informationen zu Gebäude 665 gibt es?,1,3,0
665,Und hat es gerade offen?,Hat Gebäude 665 gerade geöffnet?,1,4,0
Medizinische Dienste (MED) CN,Wie komme ich zu Gebäude Medizinische Dienste (MED) CN?,Wie komme ich zu Gebäude MED?,-1,1,1
Medizinische Dienste (MED) CN,Ist das auch rollstuhlgerecht?,Is das Gebäude Medizinische Dienste (MED) CN rollstuhlgerecht?,1,2,0
70.11,Ist Gebäude 70.11 rollstuhlgerecht?,What sind die Zugänglichkeitsmerkmale von Gebäude 70.11?,1,1,0
70.11,Und hat es gerade offen?,Hat Gebäude 70.11 gerade geöffnet?,1,2,0
70.11,Wie komme ich dahin?,Wie komme ich zum Gebäude 70.11?,1,3,0
70.11,Gibt es eine Website davon?,"""Findet man Informationen zu Gebäude 70.11 online?""",1,4,0
"Customer Insights, Institute for ","Wie komme ich zu Gebäude Customer Insights, Institute for ?",Welche Gebäude beherbergen das Institute for Customer Insights?,1,1,0
"Customer Insights, Institute for ",Wo ist das?,"Wo ist Gebäude Customer Insights, Institute for?",1,2,0
"Customer Insights, Institute for ",Und hat es gerade offen?,"Welche Öffnungszeiten hat das Gebäude Customer Insights, Institute for?",1,3,0
"Customer Insights, Institute for ",Ist das auch rollstuhlgerecht?,"Ist das Gebäude Customer Insights, Institute for rollstuhlgerecht?",1,4,0
510,Was ist die Webseite von Gebäude 510?,Welche Webseite gehört zum Gebäude 510?,1,1,0
510,Ist das auch rollstuhlgerecht?,Ist Gebäude 510 rollstuhlgerecht?,1,2,0
510,Wann öffnet es?,Wann öffnet Gebäude 510?,1,3,0
510,Wie komme ich dahin?,Wie komme ich zum Gebäude 510?,1,4,0
50.21,Wie komme ich zu Gebäude 50.21?,Welches Gebäude ist Gebäude 50.21?,1,1,0
50.21,Gibt es eine Website davon?,Gibt es eine Website zu Gebäude 50.21?,1,2,0
50.34,Wie komme ich zu Gebäude 50.34?,Welches Gebäude ist Gebäude 50.34?,1,1,0
50.34,Gibt es eine Website davon?,Gibt es eine Website für Gebäude 50.34?,1,2,0
50.34,Was sind die Öffnungszeiten?,Was sind die Öffnungszeiten von Informatikbau 50.34?,1,3,0
50.34,Ist das auch rollstuhlgerecht?,Ist der Informatikbau rollstuhlgerecht?,-1,4,1
01.94,Wie komme ich zu Gebäude 01.94?,Welches Gebäude ist Gebäude 01.94?,1,1,0
01.94,Ist das auch rollstuhlgerecht?,Is Gebäude 01.94 rollstuhlgerecht?,1,2,0
451,Was sind die Öffnungszeiten von Gebäude 451?,What sind die Öffnungszeiten von Gebäude 451?,1,1,0
451,Wie komme ich dahin?,Wie komme ich zu Gebäude 451?,1,2,0
451,Wo ist das?,Wo ist Gebäude 451?,1,3,0
451,Gibt es eine Website davon?,Wo ist die Website von Gebäude 451?,1,4,0
303,Wo ist Gebäude 303?,Welches Gebäude ist Gebäude 303?,1,1,0
303,Was sind die Öffnungszeiten?,Was sind die Öffnungszeiten der KIT-Bibliothek Nord?,4,2,0
260/1,Was sind die Öffnungszeiten von Gebäude 260/1?,Welche Öffnungszeiten hat Gebäude 260/1?,2,1,0
260/1,Ist das auch rollstuhlgerecht?,Ist Gebäude 260/1 rollstuhlgerecht?,2,2,0
260/1,Wo ist das?,Wo ist Gebäude 260/1?,2,3,0
10.11,Ist Gebäude 10.11 rollstuhlgerecht?,Is Gebäude 10.11 rollstuhlgerecht?,2,1,0
10.11,Wo ist das?,Wo ist das Hauptgebäude?,1,2,0
10.11,Wie komme ich dahin?,Wo ist das Hauptgebäude 10.11?,2,3,0
724,Wann öffnet Gebäude 724?,Wann öffnet Gebäude 724?,1,1,0
724,Ist das auch rollstuhlgerecht?,Is Gebäude 724 rollstuhlgerecht?,1,2,0
414,Wann öffnet Gebäude 414?,Wann öffnet Gebäude 414?,1,1,0
414,Wo ist das?,Wo ist Gebäude 414?,1,2,0
414,Wie komme ich dahin?,Wo ist Gebäude 414?,1,3,0
414,Ist das auch rollstuhlgerecht?,Ist Gebäude 414 rollstuhlgerecht?,1,4,0
310,Wann öffnet Gebäude 310?,Wann öffnet Gebäude 310?,1,1,0
310,Gibt es eine Website davon?,Welche Website gibt es für das Gebäude 310?,1,2,0
310,Wie komme ich dahin?,Wie komme ich zur KIT-Bibliothek Nord?,2,3,0
633,Ist Gebäude 633 rollstuhlgerecht?,Is Gebäude 633 rollstuhlgerecht?,1,1,0
633,Wo ist das?,Wo ist Gebäude 633?,1,2,0
40.02,Ist Gebäude 40.02 rollstuhlgerecht?,Is Gebäude 40.02 rollstuhlgerecht?,1,1,0
40.02,Wann öffnet es?,Wann öffnet Gebäude 40.02?,1,2,0
40.02,Gibt es eine Website davon?,Welche Website zu Gebäude 40.02 gibt es?,1,3,0
"Finanzwirtschaft, Banken und Versicherungen (FBV), Institut für","Was ist die Webseite von Gebäude Finanzwirtschaft, Banken und Versicherungen (FBV), Institut für?","Welche Webseite des Instituts für Finanzwirtschaft, Banken und Versicherungen (FBV) gibt es?",1,1,0
"Finanzwirtschaft, Banken und Versicherungen (FBV), Institut für",Wie lange ist das noch offen?,"Wie lange ist das Institut für Finanzwirtschaft, Banken und Versicherungen (FBV) noch offen?",1,2,0
"Finanzwirtschaft, Banken und Versicherungen (FBV), Institut für",Wo ist das?,"Wo ist das Institut für Finanzwirtschaft, Banken und Versicherungen (FBV)?",1,3,0
438,Wie lange ist Gebäude 438 noch geöffnet?,Wie lange ist Gebäude 438 noch geöffnet?,1,1,0
438,Ist das auch rollstuhlgerecht?,Ist Gebäude 438 rollstuhlgerecht?,1,2,0
"Informationsmanagement im Ingenieurwesen (IMI) , Institut für","Ist Gebäude Informationsmanagement im Ingenieurwesen (IMI) , Institut für rollstuhlgerecht?",Welches Gebäude beherbergt das Institut für rollstuhlgerechtes Informationsmanagement im Ingenieurwesen (IMI)?,1,1,0
"Informationsmanagement im Ingenieurwesen (IMI) , Institut für",Gibt es eine Website davon?,Gibt es eine Website für das Kollegiengebäude am Zirkel?,3,2,0
"Informationsmanagement im Ingenieurwesen (IMI) , Institut für",Was sind die Öffnungszeiten?,"Was sind die Öffnungszeiten von Kollegiengebäude am Zirkel (Informationsmanagement im Ingenieurwesen (IMI), Institut für)?",1,3,0
"Informationsmanagement im Ingenieurwesen (IMI) , Institut für",Wie komme ich dahin?,Wie komme ich zum Kollegiengebäude am Zirkel?,2,4,0
"Mikroverfahrenstechnik (IMVT) , Institut für","Was sind die Öffnungszeiten von Gebäude Mikroverfahrenstechnik (IMVT) , Institut für?",Was sind die Öffnungszeiten des Instituts für Mikroverfahrenstechnik?,1,1,0
"Mikroverfahrenstechnik (IMVT) , Institut für",Ist das auch rollstuhlgerecht?,Is das Gebäude Mikroverfahrenstechnik (IMVT) rollstuhlgerecht?,1,2,0
"Mikroverfahrenstechnik (IMVT) , Institut für",Wo ist das?,Wo ist das Institut für Mikroverfahrenstechnik (IMVT)?,1,3,0
"Mikroverfahrenstechnik (IMVT) , Institut für",Gibt es eine Website davon?,Wo ist die Website des Instituts für Mikroverfahrenstechnik (IMVT)?,1,4,0
07.08,Was ist die Webseite von Gebäude 07.08?,What ist die Webseite von Gebäude 07.08?,1,1,0
07.08,Wie komme ich dahin?,Wie komme ich zum Gebäude 07.08?,1,2,0
725,Ist Gebäude 725 rollstuhlgerecht?,Is Gebäude 725 rollstuhlgerecht?,1,1,0
725,Wie komme ich dahin?,Wie komme ich zum Gebäude 725?,1,2,0
725,Wie lange ist das noch offen?,Wie lange ist Gebäude 725 noch geöffnet?,1,3,0
"Institut für Operations Research (IOR), Bereich Analytics and Statistics","Wie komme ich zu Gebäude Institut für Operations Research (IOR), Bereich Analytics and Statistics?",Wie komme ich zum Gebäude IOR?,-1,1,1
"Institut für Operations Research (IOR), Bereich Analytics and Statistics",Wo ist das?,"Wo ist das Gebäude Institut für Operations Research (IOR), Bereich Analytics and Statistics?",2,2,0
"Sport und Sportwissenschaft, Institut für","Wie komme ich zu Gebäude Sport und Sportwissenschaft, Institut für?",Wie komme ich zum Gebäude Sport und Sportwissenschaft?,1,1,0
"Sport und Sportwissenschaft, Institut für",Und hat es gerade offen?,Hat das Gebäude Sport und Sportwissenschaft gerade offen?,1,2,0
"Sport und Sportwissenschaft, Institut für",Ist das auch rollstuhlgerecht?,Is das Institut für Sport und Sportwissenschaft rollstuhlgerecht?,1,3,0
"Sport und Sportwissenschaft, Institut für",Wo ist das?,Wo ist das Institut für Sport und Sportwissenschaft?,1,4,0
40.50,Wie lange ist Gebäude 40.50 noch geöffnet?,Wie lange ist Gebäude 40.50 noch geöffnet?,1,1,0
40.50,Gibt es eine Website davon?,Gibt es eine Website für das Gebäude 40.50?,1,2,0
40.50,Wo ist das?,Wo ist das Engler-Bunte-Institut (EBI) / MINT-Kolleg KIT?,2,3,0
"Wirtschaftswissenschaften, KIT-Fakultät für","Wo ist Gebäude Wirtschaftswissenschaften, KIT-Fakultät für?",Wo ist das Gebäude der KIT-Fakultät für Wirtschaftswissenschaften?,1,1,0
"Wirtschaftswissenschaften, KIT-Fakultät für",Gibt es eine Website davon?,Welche Website gibt es für das Kollegiengebäude am Kronenplatz?,3,2,0
"Wirtschaftswissenschaften, KIT-Fakultät für",Ist das auch rollstuhlgerecht?,Ist das Kollegiengebäude am Kronenplatz rollstuhlgerecht?,2,3,0
"Wirtschaftswissenschaften, KIT-Fakultät für",Wie komme ich dahin?,Wie komme ich zum Kollegiengebäude am Kronenplatz?,1,4,0
10.22 - LAZ,Ist Gebäude 10.22 - LAZ grade geöffnet?,Is Gebäude 10.22 grade geöffnet?,1,1,0
10.22 - LAZ,Wie komme ich dahin?,Wie komme ich zum Kollegiengebäude Maschinenbau II?,5,2,0
10.22 - LAZ,Gibt es eine Website davon?,Gibt es eine Website für das Kollegiengebäude Maschinenbau II (10.22 - LAZ)?,1,3,0
541,Wo ist Gebäude 541?,Wo befindet sich Gebäude 541?,1,1,0
541,Ist das auch rollstuhlgerecht?,Is Gebäude 541 rollstuhlgerecht?,1,2,0
541,Wie komme ich dahin?,Wie komme ich zum Gebäude 541?,1,3,0
541,Gibt es eine Website davon?,Welche Informationen zu Gebäude 541 gibt es?,1,4,0
145,Wo ist Gebäude 145?,Welches Gebäude ist Gebäude 145?,1,1,0
145,Ist das auch rollstuhlgerecht?,Is Gebäude 145 rollstuhlgerecht?,1,2,0
Physikalisches Institut (PI),Ist Gebäude Physikalisches Institut (PI) rollstuhlgerecht?,Is das Gebäude des Physikalischen Instituts rollstuhlgerecht?,4,1,0
Physikalisches Institut (PI),Wo ist das?,Wo ist das Physik-Hochhaus?,5,2,0
Physikalisches Institut (PI),Wie komme ich dahin?,Wie komme ich zum Physik-Hochhaus?,2,3,0
11.40,Ist Gebäude 11.40 rollstuhlgerecht?,Is Gebäude 11.40 rollstuhlgerecht?,2,1,0
11.40,Wie komme ich dahin?,Wie komme ich zum Kollegiengebäude am Ehrenhof?,2,2,0
40.29,Wie komme ich zu Gebäude 40.29?,Welches Gebäude ist Gebäude 40.29?,1,1,0
40.29,Gibt es eine Website davon?,Gibt es eine Website für Gebäude 40.29?,1,2,0
40.29,Ist das auch rollstuhlgerecht?,Ist Gebäude 40.29 rollstuhlgerecht?,1,3,0
40.29,Und hat es gerade offen?,"""ist Gebäude 40.29 gerade geöffnet?""",1,4,0
349,Was ist die Webseite von Gebäude 349?,Welche Webseite gehört zum Gebäude 349?,1,1,0
349,Ist das auch rollstuhlgerecht?,Ist Gebäude 349 rollstuhlgerecht?,1,2,0
248,Ist Gebäude 248 rollstuhlgerecht?,Is Gebäude 248 rollstuhlgerecht?,1,1,0
248,Gibt es eine Website davon?,Gibt es eine Website zu Gebäude 248?,1,2,0
248,Wie lange ist das noch offen?,Wie lange ist Gebäude 248 noch geöffnet?,1,3,0
248,Wo ist das?,Wo befindet sich Gebäude 248?,1,4,0
Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften (JKIP),Was ist die Webseite von Gebäude Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften (JKIP)?,Welche Webseite hat das Gebäude des Joseph Gottlieb Kölreuter Instituts für Pflanzenwissenschaften (JKIP)?,1,1,0
Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften (JKIP),Wie komme ich dahin?,Wie komme ich zum Chemie-Turm I?,1,2,0
